Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Arena,Notes
Sun Feb 9 2020,6:00p,New York Knicks,135,Atlanta Hawks,140,Box Score,2OT,16309,State Farm Arena,
Sun Feb 9 2020,6:00p,Chicago Bulls,111,Philadelphia 76ers,118,Box Score,,21018,Wells Fargo Center,
Sun Feb 9 2020,6:00p,Memphis Grizzlies,106,Washington Wizards,99,Box Score,,17251,Capital One Arena,
Sun Feb 9 2020,7:00p,Utah Jazz,114,Houston Rockets,113,Box Score,,18055,Toyota Center,
Sun Feb 9 2020,7:30p,Los Angeles Clippers,133,Cleveland Cavaliers,92,Box Score,,17240,Rocket Mortgage Fieldhouse,
Sun Feb 9 2020,9:00p,Miami Heat,109,Portland Trail Blazers,115,Box Score,,19726,Moda Center,
Mon Feb 10 2020,7:00p,Charlotte Hornets,87,Detroit Pistons,76,Box Score,,13941,Little Caesars Arena,
Mon Feb 10 2020,7:00p,Brooklyn Nets,106,Indiana Pacers,105,Box Score,,16761,Bankers Life Fieldhouse,
Mon Feb 10 2020,7:00p,Atlanta Hawks,126,Orlando Magic,135,Box Score,,17076,Amway Center,
Mon Feb 10 2020,7:30p,Minnesota Timberwolves,126,Toronto Raptors,137,Box Score,,19800,Scotiabank Arena,
Mon Feb 10 2020,8:00p,Sacramento Kings,111,Milwaukee Bucks,123,Box Score,,17463,Fiserv Forum,
Mon Feb 10 2020,8:30p,Utah Jazz,123,Dallas Mavericks,119,Box Score,,19793,American Airlines Center,
Mon Feb 10 2020,9:00p,San Antonio Spurs,120,Denver Nuggets,127,Box Score,,19520,Pepsi Center,
Mon Feb 10 2020,10:30p,Miami Heat,113,Golden State Warriors,101,Box Score,,18064,Chase Center,
Mon Feb 10 2020,10:30p,Phoenix Suns,100,Los Angeles Lakers,125,Box Score,,18997,STAPLES Center,
Tue Feb 11 2020,7:00p,Los Angeles Clippers,103,Philadelphia 76ers,110,Box Score,,20730,Wells Fargo Center,
Tue Feb 11 2020,7:00p,Chicago Bulls,114,Washington Wizards,126,Box Score,,15135,Capital One Arena,
Tue Feb 11 2020,8:00p,Portland Trail Blazers,117,New Orleans Pelicans,138,Box Score,,15739,Smoothie King Center,
Tue Feb 11 2020,8:00p,San Antonio Spurs,114,Oklahoma City Thunder,106,Box Score,,18203,Chesapeake Energy Arena,
Tue Feb 11 2020,9:30p,Boston Celtics,105,Houston Rockets,116,Box Score,,18055,Toyota Center,
Wed Feb 12 2020,7:00p,Atlanta Hawks,105,Cleveland Cavaliers,127,Box Score,,16200,Rocket Mortgage Fieldhouse,
Wed Feb 12 2020,7:00p,Detroit Pistons,112,Orlando Magic,116,Box Score,OT,16607,Amway Center,
Wed Feb 12 2020,7:30p,Toronto Raptors,91,Brooklyn Nets,101,Box Score,,15823,Barclays Center,
Wed Feb 12 2020,7:30p,Milwaukee Bucks,111,Indiana Pacers,118,Box Score,,17018,Bankers Life Fieldhouse,
Wed Feb 12 2020,7:30p,Washington Wizards,114,New York Knicks,96,Box Score,,18835,Madison Square Garden (IV),
Wed Feb 12 2020,8:00p,Portland Trail Blazers,104,Memphis Grizzlies,111,Box Score,,16889,FedEx Forum,
Wed Feb 12 2020,8:00p,Charlotte Hornets,115,Minnesota Timberwolves,108,Box Score,,18978,Target Center,
Wed Feb 12 2020,8:30p,Sacramento Kings,111,Dallas Mavericks,130,Box Score,,19842,American Airlines Center,
Wed Feb 12 2020,9:00p,Golden State Warriors,106,Phoenix Suns,112,Box Score,,15216,Talking Stick Resort Arena,
Wed Feb 12 2020,9:00p,Miami Heat,101,Utah Jazz,116,Box Score,,18306,Vivint Smart Home Arena,
Wed Feb 12 2020,10:00p,Los Angeles Lakers,120,Denver Nuggets,116,Box Score,OT,19860,Pepsi Center,
Thu Feb 13 2020,8:00p,Los Angeles Clippers,133,Boston Celtics,141,Box Score,2OT,19156,TD Garden,
Thu Feb 13 2020,8:00p,Oklahoma City Thunder,123,New Orleans Pelicans,118,Box Score,,17865,Smoothie King Center,
Thu Feb 20 2020,7:00p,Milwaukee Bucks,126,Detroit Pistons,106,Box Score,,16097,Little Caesars Arena,
Thu Feb 20 2020,7:30p,Miami Heat,124,Atlanta Hawks,129,Box Score,,17356,State Farm Arena,
Thu Feb 20 2020,8:00p,Charlotte Hornets,103,Chicago Bulls,93,Box Score,,17463,United Center,
Thu Feb 20 2020,8:00p,Brooklyn Nets,104,Philadelphia 76ers,112,Box Score,OT,20806,Wells Fargo Center,
Thu Feb 20 2020,10:00p,Memphis Grizzlies,125,Sacramento Kings,129,Box Score,,17078,Golden 1 Center,
Thu Feb 20 2020,10:30p,Houston Rockets,135,Golden State Warriors,105,Box Score,,18064,Chase Center,
Fri Feb 21 2020,7:00p,Dallas Mavericks,122,Orlando Magic,106,Box Score,,18846,Amway Center,
Fri Feb 21 2020,7:00p,Cleveland Cavaliers,113,Washington Wizards,108,Box Score,,18895,Capital One Arena,
Fri Feb 21 2020,7:30p,Indiana Pacers,106,New York Knicks,98,Box Score,,19812,Madison Square Garden (IV),
Fri Feb 21 2020,7:30p,Phoenix Suns,101,Toronto Raptors,118,Box Score,,19800,Scotiabank Arena,
Fri Feb 21 2020,8:00p,Boston Celtics,127,Minnesota Timberwolves,117,Box Score,,18978,Target Center,
Fri Feb 21 2020,8:00p,Denver Nuggets,101,Oklahoma City Thunder,113,Box Score,,18203,Chesapeake Energy Arena,
Fri Feb 21 2020,9:00p,San Antonio Spurs,113,Utah Jazz,104,Box Score,,18306,Vivint Smart Home Arena,
Fri Feb 21 2020,10:30p,Memphis Grizzlies,105,Los Angeles Lakers,117,Box Score,,18997,STAPLES Center,
Fri Feb 21 2020,10:30p,New Orleans Pelicans,128,Portland Trail Blazers,115,Box Score,,19946,Moda Center,
Sat Feb 22 2020,3:30p,Sacramento Kings,112,Los Angeles Clippers,103,Box Score,,19068,STAPLES Center,
Sat Feb 22 2020,7:00p,Brooklyn Nets,115,Charlotte Hornets,86,Box Score,,19079,Spectrum Center,
Sat Feb 22 2020,7:30p,Dallas Mavericks,107,Atlanta Hawks,111,Box Score,,17050,State Farm Arena,
Sat Feb 22 2020,8:00p,Phoenix Suns,112,Chicago Bulls,104,Box Score,,20506,United Center,
Sat Feb 22 2020,8:00p,Cleveland Cavaliers,105,Miami Heat,124,Box Score,,19754,AmericanAirlines Arena,
Sat Feb 22 2020,8:30p,Philadelphia 76ers,98,Milwaukee Bucks,119,Box Score,,18290,Fiserv Forum,
Sat Feb 22 2020,9:00p,Houston Rockets,120,Utah Jazz,110,Box Score,,18306,Vivint Smart Home Arena,
Sun Feb 23 2020,3:30p,Boston Celtics,112,Los Angeles Lakers,114,Box Score,,18997,STAPLES Center,
Sun Feb 23 2020,6:00p,Minnesota Timberwolves,116,Denver Nuggets,128,Box Score,,19626,Pepsi Center,
Sun Feb 23 2020,6:00p,Indiana Pacers,81,Toronto Raptors,127,Box Score,,19800,Scotiabank Arena,
Sun Feb 23 2020,7:00p,Washington Wizards,117,Chicago Bulls,126,Box Score,,18024,United Center,
Sun Feb 23 2020,7:00p,San Antonio Spurs,103,Oklahoma City Thunder,131,Box Score,,18203,Chesapeake Energy Arena,
Sun Feb 23 2020,8:30p,New Orleans Pelicans,115,Golden State Warriors,101,Box Score,,18064,Chase Center,
Sun Feb 23 2020,9:00p,Detroit Pistons,104,Portland Trail Blazers,107,Box Score,,19393,Moda Center,
Mon Feb 24 2020,7:00p,Miami Heat,119,Cleveland Cavaliers,125,Box Score,OT,17336,Rocket Mortgage Fieldhouse,
Mon Feb 24 2020,7:00p,Atlanta Hawks,112,Philadelphia 76ers,129,Box Score,,20836,Wells Fargo Center,
Mon Feb 24 2020,7:00p,Milwaukee Bucks,137,Washington Wizards,134,Box Score,OT,16580,Capital One Arena,
Mon Feb 24 2020,7:30p,Orlando Magic,115,Brooklyn Nets,113,Box Score,,16162,Barclays Center,
Mon Feb 24 2020,8:00p,New York Knicks,112,Houston Rockets,123,Box Score,,18055,Toyota Center,
Mon Feb 24 2020,8:30p,Minnesota Timberwolves,123,Dallas Mavericks,139,Box Score,,19936,American Airlines Center,
Mon Feb 24 2020,9:00p,Phoenix Suns,131,Utah Jazz,111,Box Score,,18306,Vivint Smart Home Arena,
Mon Feb 24 2020,10:30p,Memphis Grizzlies,97,Los Angeles Clippers,124,Box Score,,19068,STAPLES Center,
Tue Feb 25 2020,7:00p,Charlotte Hornets,80,Indiana Pacers,119,Box Score,,16088,Bankers Life Fieldhouse,
Tue Feb 25 2020,7:30p,Milwaukee Bucks,108,Toronto Raptors,97,Box Score,,19993,Scotiabank Arena,
Tue Feb 25 2020,8:00p,Oklahoma City Thunder,124,Chicago Bulls,122,Box Score,,16911,United Center,
Tue Feb 25 2020,9:00p,Detroit Pistons,98,Denver Nuggets,115,Box Score,,19143,Pepsi Center,
Tue Feb 25 2020,10:00p,New Orleans Pelicans,109,Los Angeles Lakers,118,Box Score,,18997,STAPLES Center,
Tue Feb 25 2020,10:00p,Boston Celtics,118,Portland Trail Blazers,106,Box Score,,19460,Moda Center,
Tue Feb 25 2020,10:30p,Sacramento Kings,112,Golden State Warriors,94,Box Score,,18064,Chase Center,
Wed Feb 26 2020,7:00p,New York Knicks,101,Charlotte Hornets,107,Box Score,,13152,Spectrum Center,
Wed Feb 26 2020,7:00p,Philadelphia 76ers,94,Cleveland Cavaliers,108,Box Score,,16332,Rocket Mortgage Fieldhouse,
Wed Feb 26 2020,7:00p,Brooklyn Nets,106,Washington Wizards,110,Box Score,,15021,Capital One Arena,
Wed Feb 26 2020,7:30p,Orlando Magic,130,Atlanta Hawks,120,Box Score,,14967,State Farm Arena,
Wed Feb 26 2020,7:30p,Minnesota Timberwolves,129,Miami Heat,126,Box Score,,19600,AmericanAirlines Arena,
Wed Feb 26 2020,8:00p,Memphis Grizzlies,112,Houston Rockets,140,Box Score,,18055,Toyota Center,
Wed Feb 26 2020,8:30p,Dallas Mavericks,109,San Antonio Spurs,103,Box Score,,18354,AT&T Center,
Wed Feb 26 2020,9:00p,Los Angeles Clippers,102,Phoenix Suns,92,Box Score,,15157,Talking Stick Resort Arena,
Wed Feb 26 2020,10:30p,Boston Celtics,114,Utah Jazz,103,Box Score,,18306,Vivint Smart Home Arena,
Thu Feb 27 2020,7:00p,New York Knicks,106,Philadelphia 76ers,115,Box Score,,20175,Wells Fargo Center,
Thu Feb 27 2020,8:00p,Portland Trail Blazers,100,Indiana Pacers,106,Box Score,,16872,Bankers Life Fieldhouse,
Thu Feb 27 2020,8:00p,Sacramento Kings,108,Oklahoma City Thunder,112,Box Score,,18203,Chesapeake Energy Arena,
Thu Feb 27 2020,10:30p,Los Angeles Lakers,116,Golden State Warriors,86,Box Score,,18064,Chase Center,
Fri Feb 28 2020,7:00p,Minnesota Timberwolves,125,Orlando Magic,136,Box Score,,18846,Amway Center,
Fri Feb 28 2020,7:30p,Brooklyn Nets,118,Atlanta Hawks,141,Box Score,,17034,State Farm Arena,
Fri Feb 28 2020,7:30p,Charlotte Hornets,99,Toronto Raptors,96,Box Score,,19800,Scotiabank Arena,
Fri Feb 28 2020,8:00p,Sacramento Kings,104,Memphis Grizzlies,101,Box Score,,17794,FedEx Forum,
Fri Feb 28 2020,8:00p,Dallas Mavericks,118,Miami Heat,126,Box Score,,19704,AmericanAirlines Arena,
Fri Feb 28 2020,8:00p,Oklahoma City Thunder,86,Milwaukee Bucks,133,Box Score,,18412,Fiserv Forum,
Fri Feb 28 2020,8:00p,Cleveland Cavaliers,104,New Orleans Pelicans,116,Box Score,,18304,Smoothie King Center,
Fri Feb 28 2020,9:00p,Detroit Pistons,113,Phoenix Suns,111,Box Score,,17142,Talking Stick Resort Arena,
Fri Feb 28 2020,9:00p,Washington Wizards,119,Utah Jazz,129,Box Score,,18306,Vivint Smart Home Arena,
Fri Feb 28 2020,10:30p,Denver Nuggets,103,Los Angeles Clippers,132,Box Score,,19068,STAPLES Center,
Sat Feb 29 2020,5:00p,Chicago Bulls,115,New York Knicks,125,Box Score,,19812,Madison Square Garden (IV),
Sat Feb 29 2020,7:30p,Portland Trail Blazers,117,Atlanta Hawks,129,Box Score,,17765,State Farm Arena,
Sat Feb 29 2020,7:30p,Brooklyn Nets,113,Miami Heat,116,Box Score,,19600,AmericanAirlines Arena,
Sat Feb 29 2020,8:00p,Indiana Pacers,113,Cleveland Cavaliers,104,Box Score,,19432,Rocket Mortgage Fieldhouse,
Sat Feb 29 2020,8:00p,Los Angeles Lakers,88,Memphis Grizzlies,105,Box Score,,17794,FedEx Forum,
Sat Feb 29 2020,8:30p,Houston Rockets,111,Boston Celtics,110,Box Score,OT,19156,TD Garden,
Sat Feb 29 2020,8:30p,Orlando Magic,113,San Antonio Spurs,114,Box Score,,18354,AT&T Center,
Sat Feb 29 2020,9:00p,Golden State Warriors,115,Phoenix Suns,99,Box Score,,16395,Talking Stick Resort Arena,
